Altitude,Temperature,N2,O2,O,He,Ar,N,H
383000,960.2,9053000.0,203800.0,137400000.0,8333000.0,883.6,126100.0,385100.0
384000,960.2,8780000.0,196800.0,135000000.0,8297000.0,845.8,126000.0,379200.0
385000,960.2,8515000.0,190000.0,132700000.0,8260000.0,809.6,125800.0,373400.0
386000,960.3,8258000.0,183500.0,130400000.0,8224000.0,774.9,125700.0,367700.0
387000,960.3,8009000.0,177200.0,128100000.0,8188000.0,741.8,125600.0,362000.0
388000,960.3,7768000.0,171100.0,125900000.0,8153000.0,710.1,125400.0,356500.0
389000,960.3,7534000.0,165200.0,123700000.0,8117000.0,679.7,125300.0,351000.0
390000,960.3,7307000.0,159600.0,121600000.0,8082000.0,650.7,125100.0,345600.0
391000,960.3,7087000.0,154100.0,119400000.0,8046000.0,622.9,125000.0,340300.0
392000,960.3,6874000.0,148800.0,117400000.0,8011000.0,596.3,124900.0,335100.0
393000,960.3,6667000.0,143700.0,115300000.0,7976000.0,570.8,124700.0,330000.0
394000,960.3,6467000.0,138800.0,113300000.0,7942000.0,546.4,124600.0,325000.0
395000,960.3,6272000.0,134000.0,111400000.0,7907000.0,523.1,124500.0,320000.0
396000,960.4,6084000.0,129400.0,109500000.0,7873000.0,500.8,124300.0,315100.0
397000,960.4,5901000.0,125000.0,107600000.0,7838000.0,479.4,124200.0,310300.0
398000,960.4,5724000.0,120700.0,105700000.0,7804000.0,459.0,124000.0,305600.0
399000,960.4,5552000.0,116600.0,103900000.0,7770000.0,439.4,123900.0,300900.0
400000,960.4,5385000.0,112600.0,102100000.0,7736000.0,420.7,123800.0,296300.0
401000,960.4,5223000.0,108700.0,100300000.0,7703000.0,402.8,123600.0,291800.0
402000,960.4,5067000.0,105000.0,98600000.0,7669000.0,385.6,123500.0,287400.0
403000,960.4,4915000.0,101400.0,96900000.0,7636000.0,369.2,123400.0,283000.0
404000,960.4,4767000.0,97930.0,95220000.0,7603000.0,353.5,123200.0,278700.0
405000,960.4,4624000.0,94580.0,93580000.0,7570000.0,338.5,123100.0,274400.0
406000,960.4,4486000.0,91350.0,91970000.0,7537000.0,324.1,123000.0,270300.0
407000,960.4,4351000.0,88230.0,90380000.0,7504000.0,310.3,122800.0,266200.0
408000,960.4,4221000.0,85210.0,88830000.0,7472000.0,297.1,122700.0,262100.0
409000,960.4,4095000.0,82300.0,87300000.0,7439000.0,284.5,122600.0,258100.0
410000,960.5,3972000.0,79500.0,85790000.0,7407000.0,272.4,122400.0,254200.0
411000,960.5,3853000.0,76780.0,84320000.0,7375000.0,260.8,122300.0,250400.0
412000,960.5,3738000.0,74160.0,82870000.0,7343000.0,249.8,122200.0,246600.0
413000,960.5,3626000.0,71630.0,81440000.0,7311000.0,239.2,122000.0,242800.0
414000,960.5,3518000.0,69190.0,80040000.0,7280000.0,229.0,121900.0,239200.0
415000,960.5,3413000.0,66830.0,78670000.0,7248000.0,219.3,121800.0,235500.0
416000,960.5,3311000.0,64560.0,77310000.0,7217000.0,210.0,121600.0,232000.0
417000,960.5,3212000.0,62360.0,75990000.0,7186000.0,201.1,121500.0,228500.0
418000,960.5,3116000.0,60230.0,74680000.0,7154000.0,192.6,121400.0,225000.0
419000,960.5,3023000.0,58180.0,73400000.0,7124000.0,184.4,121200.0,221600.0
420000,960.5,2933000.0,56200.0,72140000.0,7093000.0,176.6,121100.0,218300.0
421000,960.5,2845000.0,54290.0,70900000.0,7062000.0,169.1,121000.0,215000.0
422000,960.5,2760000.0,52440.0,69680000.0,7032000.0,162.0,120800.0,211700.0
423000,960.5,2678000.0,50660.0,68490000.0,7001000.0,155.1,120700.0,208500.0
424000,960.5,2598000.0,48940.0,67320000.0,6971000.0,148.6,120600.0,205400.0
425000,960.5,2521000.0,47280.0,66160000.0,6941000.0,142.3,120500.0,202300.0
426000,960.5,2446000.0,45670.0,65030000.0,6911000.0,136.3,120300.0,199200.0
427000,960.5,2373000.0,44120.0,63910000.0,6881000.0,130.5,120200.0,196200.0
428000,960.5,2302000.0,42620.0,62820000.0,6852000.0,125.0,120100.0,193300.0
429000,960.5,2234000.0,41170.0,61740000.0,6822000.0,119.7,119900.0,190400.0
430000,960.6,2167000.0,39780.0,60690000.0,6793000.0,114.7,119800.0,187500.0
431000,960.6,2103000.0,38430.0,59650000.0,6763000.0,109.8,119700.0,184700.0
432000,960.6,2040000.0,37130.0,58630000.0,6734000.0,105.2,119500.0,181900.0
433000,960.6,1980000.0,35870.0,57630000.0,6705000.0,100.7,119400.0,179200.0
434000,960.6,1921000.0,34650.0,56640000.0,6677000.0,96.49,119300.0,176500.0
435000,960.6,1864000.0,33480.0,55670000.0,6648000.0,92.42,119200.0,173800.0
436000,960.6,1808000.0,32340.0,54720000.0,6619000.0,88.53,119000.0,171200.0
437000,960.6,1755000.0,31250.0,53790000.0,6591000.0,84.79,118900.0,168600.0
438000,960.6,1703000.0,30190.0,52870000.0,6562000.0,81.22,118800.0,166100.0
439000,960.6,1652000.0,29170.0,51970000.0,6534000.0,77.8,118600.0,163600.0
440000,960.6,1603000.0,28180.0,51080000.0,6506000.0,74.53,118500.0,161200.0
441000,960.6,1556000.0,27230.0,50210000.0,6478000.0,71.39,118400.0,158800.0
442000,960.6,1510000.0,26310.0,49350000.0,6450000.0,68.38,118300.0,156400.0
443000,960.6,1465000.0,25420.0,48510000.0,6423000.0,65.51,118100.0,154000.0
444000,960.6,1421000.0,24560.0,47690000.0,6395000.0,62.75,118000.0,151700.0
445000,960.6,1379000.0,23730.0,46870000.0,6368000.0,60.11,117900.0,149500.0
446000,960.6,1338000.0,22930.0,46080000.0,6341000.0,57.59,117800.0,147200.0
447000,960.6,1299000.0,22160.0,45290000.0,6313000.0,55.17,117600.0,145000.0
448000,960.6,1260000.0,21410.0,44520000.0,6286000.0,52.85,117500.0,142800.0
449000,960.6,1223000.0,20690.0,43760000.0,6259000.0,50.63,117400.0,140700.0
450000,960.6,1187000.0,19990.0,43020000.0,6233000.0,48.51,117300.0,138600.0
451000,960.6,1152000.0,19310.0,42290000.0,6206000.0,46.47,117100.0,136300.0
452000,960.6,1118000.0,18660.0,41570000.0,6179000.0,44.52,117000.0,134300.0
453000,960.6,1085000.0,18030.0,40860000.0,6153000.0,42.65,116900.0,132300.0
454000,960.6,1053000.0,17430.0,40170000.0,6127000.0,40.86,116700.0,130300.0
455000,960.6,1022000.0,16840.0,39490000.0,6100000.0,39.15,116600.0,128400.0
456000,960.6,991500.0,16270.0,38810000.0,6074000.0,37.51,116500.0,126500.0
457000,960.6,962200.0,15720.0,38160000.0,6048000.0,35.94,116400.0,124600.0
458000,960.6,933800.0,15200.0,37510000.0,6023000.0,34.43,116200.0,122800.0
459000,960.6,906300.0,14680.0,36870000.0,5997000.0,32.99,116100.0,120900.0
460000,960.6,879500.0,14190.0,36250000.0,5971000.0,31.61,116000.0,119100.0
461000,960.6,853600.0,13710.0,35630000.0,5946000.0,30.29,115900.0,117400.0
462000,960.6,828400.0,13250.0,35030000.0,5920000.0,29.02,115800.0,115600.0
463000,960.6,804000.0,12810.0,34430000.0,5895000.0,27.81,115600.0,113900.0
464000,960.6,780400.0,12380.0,33850000.0,5870000.0,26.64,115500.0,112200.0
465000,960.6,757400.0,11960.0,33280000.0,5845000.0,25.53,115400.0,110500.0
466000,960.6,735100.0,11560.0,32710000.0,5820000.0,24.46,115300.0,108900.0
467000,960.6,713400.0,11170.0,32160000.0,5795000.0,23.44,115100.0,107300.0
468000,960.6,692500.0,10800.0,31620000.0,5771000.0,22.46,115000.0,105700.0
469000,960.6,672100.0,10430.0,31080000.0,5746000.0,21.53,114900.0,104100.0
470000,960.6,652300.0,10080.0,30560000.0,5722000.0,20.63,114800.0,102600.0
471000,960.6,633200.0,9746.0,30040000.0,5697000.0,19.77,114600.0,101100.0
472000,960.6,614500.0,9420.0,29530000.0,5673000.0,18.94,114500.0,99580.0
473000,960.6,596500.0,9104.0,29030000.0,5649000.0,18.15,114400.0,98110.0
474000,960.6,579000.0,8799.0,28540000.0,5625000.0,17.39,114300.0,96660.0
475000,960.6,562000.0,8505.0,28060000.0,5601000.0,16.67,114200.0,95230.0
476000,960.7,545500.0,8220.0,27590000.0,5577000.0,15.98,114000.0,93820.0
477000,960.7,529500.0,7945.0,27120000.0,5554000.0,15.31,113900.0,92430.0
478000,960.7,513900.0,7679.0,26660000.0,5530000.0,14.67,113800.0,91070.0
479000,960.7,498900.0,7422.0,26210000.0,5507000.0,14.06,113700.0,89720.0
480000,960.7,484200.0,7174.0,25770000.0,5483000.0,13.48,113600.0,88390.0
481000,960.7,470000.0,6934.0,25340000.0,5460000.0,12.92,113400.0,87090.0
482000,960.7,456300.0,6703.0,24910000.0,5437000.0,12.38,113300.0,85800.0
483000,960.7,442900.0,6479.0,24490000.0,5414000.0,11.86,113200.0,84540.0
484000,960.7,429900.0,6262.0,24080000.0,5391000.0,11.37,113100.0,83290.0
485000,960.7,417400.0,6053.0,23670000.0,5368000.0,10.9,113000.0,82060.0
486000,960.7,405100.0,5851.0,23270000.0,5345000.0,10.45,112800.0,80850.0
487000,960.7,393300.0,5656.0,22880000.0,5323000.0,10.01,112700.0,79660.0
488000,960.7,381800.0,5467.0,22500000.0,5300000.0,9.595,112600.0,78490.0
489000,960.7,370600.0,5285.0,22120000.0,5278000.0,9.197000000000001,112500.0,77330.0
490000,960.7,359800.0,5109.0,21750000.0,5255000.0,8.815,112400.0,76190.0
491000,960.7,349300.0,4938.0,21380000.0,5233000.0,8.45,112200.0,75070.0
492000,960.7,339100.0,4774.0,21020000.0,5211000.0,8.099,112100.0,73970.0
493000,960.7,329200.0,4615.0,20670000.0,5189000.0,7.763,112000.0,72880.0
494000,960.7,319500.0,4461.0,20320000.0,5167000.0,7.442,111900.0,71810.0
495000,960.7,310200.0,4313.0,19980000.0,5145000.0,7.132999999999999,111800.0,70750.0
496000,960.7,301200.0,4169.0,19650000.0,5124000.0,6.837999999999999,111600.0,69710.0
497000,960.7,292400.0,4030.0,19320000.0,5102000.0,6.555,111500.0,68690.0
498000,960.7,283900.0,3896.0,18990000.0,5080000.0,6.2829999999999995,111400.0,67680.0
499000,960.7,275600.0,3767.0,18670000.0,5059000.0,6.023,111300.0,66680.0
500000,960.7,267500.0,3642.0,18360000.0,5038000.0,5.774,111200.0,65700.0
501000,960.7,259700.0,3520.0,18050000.0,5016000.0,5.535,111100.0,64740.0
502000,960.7,252200.0,3404.0,17750000.0,4995000.0,5.306,110900.0,63790.0
503000,960.7,244800.0,3290.0,17450000.0,4974000.0,5.087,110800.0,62850.0
504000,960.7,237700.0,3181.0,17160000.0,4953000.0,4.876,110700.0,61930.0
505000,960.7,230800.0,3076.0,16870000.0,4932000.0,4.675,110600.0,61020.0
506000,960.7,224100.0,2974.0,16590000.0,4912000.0,4.482,110500.0,60130.0
507000,960.7,217600.0,2875.0,16310000.0,4891000.0,4.297,110400.0,59250.0
508000,960.7,211200.0,2780.0,16040000.0,4870000.0,4.119,110200.0,58380.0
509000,960.7,205100.0,2687.0,15770000.0,4850000.0,3.949,110100.0,57530.0
510000,960.7,199100.0,2598.0,15510000.0,4829000.0,3.786,110000.0,56680.0
511000,960.7,193300.0,2512.0,15250000.0,4809000.0,3.63,109900.0,55850.0
512000,960.7,187700.0,2429.0,15000000.0,4789000.0,3.48,109800.0,55040.0
513000,960.7,182300.0,2349.0,14750000.0,4769000.0,3.3369999999999997,109700.0,54230.0
514000,960.7,177000.0,2271.0,14500000.0,4749000.0,3.199,109500.0,53440.0
515000,960.7,171800.0,2196.0,14260000.0,4729000.0,3.068,109400.0,52660.0
516000,960.7,166900.0,2123.0,14020000.0,4709000.0,2.9410000000000003,109300.0,51890.0
517000,960.7,162000.0,2053.0,13790000.0,4689000.0,2.82,109200.0,51130.0
518000,960.7,157300.0,1985.0,13560000.0,4670000.0,2.7039999999999997,109100.0,50380.0
519000,960.7,152800.0,1919.0,13330000.0,4650000.0,2.593,109000.0,49650.0
520000,960.7,148300.0,1856.0,13110000.0,4630000.0,2.4859999999999998,108900.0,48920.0
521000,960.7,144000.0,1794.0,12890000.0,4611000.0,2.384,108700.0,48210.0
522000,960.7,139900.0,1735.0,12670000.0,4592000.0,2.286,108600.0,47500.0
523000,960.7,135800.0,1678.0,12460000.0,4573000.0,2.1919999999999997,108500.0,46810.0
524000,960.7,131900.0,1622.0,12260000.0,4553000.0,2.102,108400.0,46130.0
525000,960.7,128100.0,1569.0,12050000.0,4534000.0,2.015,108300.0,45460.0
526000,960.7,124400.0,1517.0,11850000.0,4515000.0,1.933,108200.0,44790.0
527000,960.7,120800.0,1467.0,11650000.0,4496000.0,1.8530000000000002,108100.0,44140.0
528000,960.7,117300.0,1419.0,11460000.0,4478000.0,1.777,107900.0,43500.0
529000,960.7,113900.0,1372.0,11270000.0,4459000.0,1.704,107800.0,42870.0
530000,960.7,110600.0,1327.0,11080000.0,4440000.0,1.6340000000000001,107700.0,42240.0
531000,960.7,107400.0,1283.0,10900000.0,4422000.0,1.567,107600.0,41630.0
532000,960.7,104300.0,1241.0,10720000.0,4403000.0,1.5030000000000001,107500.0,41020.0
533000,960.7,101300.0,1200.0,10540000.0,4385000.0,1.4409999999999998,107400.0,40420.0
534000,960.7,98350.0,1160.0,10360000.0,4367000.0,1.382,107300.0,39840.0
535000,960.7,95520.0,1122.0,10190000.0,4348000.0,1.3259999999999998,107200.0,39260.0
536000,960.7,92760.0,1085.0,10020000.0,4330000.0,1.271,107000.0,38690.0
537000,960.7,90090.0,1050.0,9858000.0,4312000.0,1.219,106900.0,38130.0
538000,960.7,87490.0,1015.0,9694000.0,4294000.0,1.169,106800.0,37570.0
539000,960.7,84970.0,981.7,9533000.0,4276000.0,1.122,106700.0,37030.0
540000,960.7,82520.0,949.4,9376000.0,4258000.0,1.0759999999999998,106600.0,36490.0
541000,960.7,80140.0,918.2,9220000.0,4241000.0,1.032,106500.0,35960.0
542000,960.7,77830.0,888.1,9068000.0,4223000.0,0.9895,106400.0,35440.0
543000,960.7,75590.0,858.9,8917000.0,4205000.0,0.9491,106300.0,34920.0
544000,960.7,73420.0,830.7,8770000.0,4188000.0,0.9103,106200.0,34420.0
545000,960.7,71300.0,803.4,8625000.0,4170000.0,0.8731,106000.0,33920.0
546000,960.7,69250.0,777.1,8482000.0,4153000.0,0.8374,105900.0,33430.0
547000,960.7,67260.0,751.6,8342000.0,4136000.0,0.8032,105800.0,32940.0
548000,960.7,65330.0,726.9,8204000.0,4119000.0,0.7705,105700.0,32470.0
549000,960.7,63450.0,703.1,8068000.0,4101000.0,0.7390000000000001,105600.0,32000.0
550000,960.7,61630.0,680.1,7935000.0,4084000.0,0.7089,105500.0,31530.0
551000,960.7,59860.0,657.8,7804000.0,4067000.0,0.68,105400.0,31080.0
552000,960.7,58140.0,636.3,7675000.0,4051000.0,0.6522,105300.0,30630.0
553000,960.7,56470.0,615.4,7548000.0,4034000.0,0.6257,105200.0,30180.0
554000,960.7,54850.0,595.3,7424000.0,4017000.0,0.6002,105100.0,29750.0
555000,960.7,53270.0,575.8,7301000.0,4000000.0,0.5757,104900.0,29320.0
556000,960.7,51740.0,557.0,7181000.0,3984000.0,0.5523,104800.0,28890.0
557000,960.7,50260.0,538.7,7062000.0,3967000.0,0.5298,104700.0,28480.0
558000,960.7,48820.0,521.1,6946000.0,3951000.0,0.5082,104600.0,28070.0
559000,960.7,47420.0,504.1,6832000.0,3934000.0,0.4875,104500.0,27660.0
560000,960.7,46060.0,487.6,6719000.0,3918000.0,0.4677,104400.0,27260.0
561000,960.7,44740.0,471.7,6608000.0,3902000.0,0.4487,104300.0,26870.0
562000,960.7,43460.0,456.3,6500000.0,3886000.0,0.4304,104200.0,26480.0
563000,960.7,42220.0,441.4,6393000.0,3870000.0,0.4129,104100.0,26100.0
564000,960.7,41010.0,427.0,6287000.0,3854000.0,0.3962,104000.0,25720.0
565000,960.7,39840.0,413.0,6184000.0,3838000.0,0.3801,103900.0,25350.0
566000,960.7,38700.0,399.6,6082000.0,3822000.0,0.3646,103800.0,24990.0
567000,960.7,37590.0,386.5,5982000.0,3806000.0,0.3498,103600.0,24630.0
568000,960.7,36510.0,373.9,5884000.0,3790000.0,0.3356,103500.0,24270.0
569000,960.7,35470.0,361.7,5787000.0,3775000.0,0.322,103400.0,23920.0
570000,960.7,34460.0,350.0,5692000.0,3759000.0,0.309,103300.0,23580.0
571000,960.7,33470.0,338.6,5599000.0,3743000.0,0.2964,103200.0,23240.0
572000,960.7,32520.0,327.5,5507000.0,3728000.0,0.2844,103100.0,22910.0
573000,960.7,31590.0,316.9,5416000.0,3713000.0,0.2729,103000.0,22580.0
574000,960.7,30690.0,306.6,5327000.0,3697000.0,0.2618,102900.0,22250.0
575000,960.7,29810.0,296.6,5240000.0,3682000.0,0.2512,102800.0,21930.0
576000,960.7,28960.0,286.9,5154000.0,3667000.0,0.24100000000000002,102700.0,21620.0
577000,960.7,28140.0,277.6,5070000.0,3652000.0,0.2313,102600.0,21310.0
578000,960.7,27330.0,268.6,4987000.0,3637000.0,0.2219,102500.0,21000.0
579000,960.7,26560.0,259.8,4905000.0,3622000.0,0.2129,102400.0,20700.0
580000,960.7,25800.0,251.4,4824000.0,3607000.0,0.2043,102300.0,20400.0
581000,960.7,25060.0,243.2,4745000.0,3592000.0,0.1961,102200.0,20110.0
582000,960.7,24350.0,235.3,4668000.0,3577000.0,0.1881,102000.0,19820.0
583000,960.7,23660.0,227.7,4591000.0,3562000.0,0.1805,101900.0,19540.0
584000,960.7,22980.0,220.3,4516000.0,3548000.0,0.1732,101800.0,19260.0
585000,960.7,22330.0,213.2,4442000.0,3533000.0,0.1662,101700.0,18980.0
586000,960.7,21690.0,206.2,4370000.0,3518000.0,0.1595,101600.0,18710.0
587000,960.7,21080.0,199.6,4298000.0,3504000.0,0.1531,101500.0,18440.0
588000,960.7,20480.0,193.1,4228000.0,3490000.0,0.1469,101400.0,18180.0
589000,960.7,19900.0,186.8,4159000.0,3475000.0,0.141,101300.0,17920.0
590000,960.7,19330.0,180.8,4091000.0,3461000.0,0.1353,101200.0,17660.0
591000,960.7,18780.0,174.9,4024000.0,3447000.0,0.1298,101100.0,17410.0
592000,960.7,18250.0,169.3,3959000.0,3433000.0,0.1246,101000.0,17160.0
593000,960.7,17730.0,163.8,3894000.0,3419000.0,0.1196,100900.0,16910.0
594000,960.7,17230.0,158.5,3830000.0,3405000.0,0.1148,100800.0,16670.0
595000,960.7,16740.0,153.3,3768000.0,3391000.0,0.1101,100700.0,16430.0
596000,960.7,16260.0,148.4,3706000.0,3377000.0,0.1057,100600.0,16200.0
597000,960.7,15800.0,143.6,3646000.0,3363000.0,0.1015,100500.0,15970.0
598000,960.7,15360.0,138.9,3587000.0,3349000.0,0.09737,100400.0,15740.0
599000,960.7,14920.0,134.5,3528000.0,3335000.0,0.09345,100300.0,15520.0
600000,960.7,14500.0,130.1,3471000.0,3322000.0,0.08968999999999999,100200.0,15290.0
601000,960.7,14090.0,125.9,3414000.0,3308000.0,0.08609,100100.0,15080.0
602000,960.7,13690.0,121.8,3359000.0,3294000.0,0.08263,99970.0,14860.0
603000,960.7,13300.0,117.9,3304000.0,3281000.0,0.07931,99870.0,14650.0
604000,960.7,12920.0,114.1,3250000.0,3268000.0,0.07612000000000001,99770.0,14440.0
605000,960.7,12560.0,110.4,3197000.0,3254000.0,0.07306,99660.0,14240.0
606000,960.7,12200.0,106.9,3145000.0,3241000.0,0.07013,99560.0,14030.0
607000,960.7,11860.0,103.4,3094000.0,3228000.0,0.06731000000000001,99460.0,13830.0
608000,960.7,11520.0,100.1,3044000.0,3214000.0,0.06461,99360.0,13640.0
609000,960.7,11200.0,96.86,2995000.0,3201000.0,0.06202000000000001,99260.0,13440.0
610000,960.7,10880.0,93.74,2946000.0,3188000.0,0.059529999999999986,99150.0,13250.0
611000,960.7,10570.0,90.72,2898000.0,3175000.0,0.057139999999999996,99050.0,13060.0
612000,960.7,10280.0,87.79,2851000.0,3162000.0,0.05485,98950.0,12880.0
613000,960.7,9986.0,84.97,2805000.0,3149000.0,0.052660000000000005,98850.0,12690.0
614000,960.7,9704.0,82.23,2759000.0,3136000.0,0.05055,98750.0,12510.0
615000,960.7,9430.0,79.59,2715000.0,3124000.0,0.04852,98650.0,12340.0
616000,960.7,9164.0,77.03,2670000.0,3111000.0,0.04658,98550.0,12160.0
617000,960.7,8906.0,74.55,2627000.0,3098000.0,0.04471,98450.0,11990.0
618000,960.7,8655.0,72.16,2585000.0,3086000.0,0.04292,98350.0,11820.0
619000,960.7,8411.0,69.84,2543000.0,3073000.0,0.041210000000000004,98250.0,11650.0
620000,960.7,8174.0,67.59,2502000.0,3061000.0,0.039560000000000005,98150.0,11480.0
621000,960.7,7944.0,65.42,2461000.0,3048000.0,0.03798,98050.0,11320.0
622000,960.7,7720.0,63.32,2421000.0,3036000.0,0.03646,97950.0,11160.0
623000,960.7,7503.0,61.29,2382000.0,3023000.0,0.035,97850.0,11000.0
624000,960.7,7292.0,59.32,2344000.0,3011000.0,0.0336,97750.0,10850.0
625000,960.7,7087.0,57.42,2306000.0,2999000.0,0.032260000000000004,97650.0,10690.0
626000,960.7,6887.0,55.58,2268000.0,2987000.0,0.030969999999999998,97550.0,10540.0
627000,960.7,6694.0,53.79,2232000.0,2974000.0,0.02974,97450.0,10390.0
628000,960.7,6506.0,52.07,2196000.0,2962000.0,0.02855,97350.0,10250.0
629000,960.7,6323.0,50.4,2160000.0,2950000.0,0.027410000000000004,97250.0,10100.0
630000,960.7,6145.0,48.79,2125000.0,2938000.0,0.02632,97150.0,9958.0
631000,960.7,5973.0,47.22,2091000.0,2926000.0,0.025269999999999997,97050.0,9817.0
632000,960.7,5805.0,45.71,2057000.0,2914000.0,0.02426,96950.0,9678.0
633000,960.7,5642.0,44.25,2024000.0,2903000.0,0.02329,96860.0,9541.0
634000,960.7,5484.0,42.83,1991000.0,2891000.0,0.022369999999999998,96760.0,9406.0
635000,960.7,5330.0,41.46,1959000.0,2879000.0,0.021480000000000003,96660.0,9274.0
636000,960.7,5180.0,40.14,1928000.0,2867000.0,0.02062,96560.0,9143.0
637000,960.7,5035.0,38.85,1897000.0,2856000.0,0.0198,96460.0,9014.0
638000,960.7,4894.0,37.61,1866000.0,2844000.0,0.01901,96370.0,8886.0
639000,960.7,4757.0,36.41,1836000.0,2833000.0,0.01825,96270.0,8761.0
640000,960.7,4624.0,35.25,1806000.0,2821000.0,0.01753,96170.0,8637.0
641000,960.7,4494.0,34.12,1777000.0,2810000.0,0.01683,96070.0,8516.0
642000,960.7,4368.0,33.03,1749000.0,2798000.0,0.01616,95970.0,8396.0
643000,960.7,4246.0,31.98,1721000.0,2787000.0,0.015519999999999999,95880.0,8277.0
644000,960.7,4127.0,30.96,1693000.0,2776000.0,0.0149,95780.0,8161.0
645000,960.7,4012.0,29.97,1666000.0,2765000.0,0.01431,95680.0,8046.0
646000,960.7,3900.0,29.01,1639000.0,2753000.0,0.01374,95590.0,7932.0
647000,960.7,3791.0,28.09,1613000.0,2742000.0,0.0132,95490.0,7821.0
648000,960.7,3685.0,27.19,1587000.0,2731000.0,0.01267,95390.0,7711.0
649000,960.7,3582.0,26.33,1561000.0,2720000.0,0.01217,95300.0,7602.0
650000,960.7,3482.0,25.49,1536000.0,2709000.0,0.01169,95200.0,7495.0
651000,960.7,3385.0,24.68,1511000.0,2698000.0,0.01123,95100.0,7390.0
652000,960.7,3290.0,23.89,1487000.0,2687000.0,0.01078,95010.0,7286.0
653000,960.7,3198.0,23.13,1463000.0,2677000.0,0.01035,94910.0,7184.0
654000,960.7,3109.0,22.39,1440000.0,2666000.0,0.009943,94820.0,7083.0
655000,960.7,3022.0,21.68,1417000.0,2655000.0,0.009549,94720.0,6983.0
656000,960.7,2938.0,20.99,1394000.0,2644000.0,0.009170999999999999,94620.0,6885.0
657000,960.7,2856.0,20.32,1372000.0,2634000.0,0.008808,94530.0,6789.0
658000,960.7,2776.0,19.68,1350000.0,2623000.0,0.008459,94430.0,6693.0
659000,960.7,2699.0,19.05,1328000.0,2612000.0,0.008125,94340.0,6599.0
660000,960.7,2624.0,18.45,1307000.0,2602000.0,0.007803,94240.0,6507.0
661000,960.7,2551.0,17.86,1286000.0,2591000.0,0.007495,94150.0,6416.0
662000,960.7,2480.0,17.29,1265000.0,2581000.0,0.007198,94050.0,6326.0
663000,960.7,2411.0,16.75,1245000.0,2571000.0,0.006914,93960.0,6237.0
664000,960.7,2344.0,16.21,1225000.0,2560000.0,0.006640999999999999,93860.0,6150.0
665000,960.7,2279.0,15.7,1206000.0,2550000.0,0.006379,93770.0,6063.0
666000,960.7,2215.0,15.2,1186000.0,2540000.0,0.0061270000000000005,93680.0,5979.0
667000,960.7,2154.0,14.72,1167000.0,2530000.0,0.0058850000000000005,93580.0,5895.0
668000,960.7,2094.0,14.25,1149000.0,2519000.0,0.005653,93490.0,5812.0
669000,960.7,2036.0,13.8,1130000.0,2509000.0,0.00543,93390.0,5731.0
670000,960.7,1979.0,13.36,1112000.0,2499000.0,0.005215,93300.0,5651.0
671000,960.7,1924.0,12.94,1095000.0,2489000.0,0.0050100000000000006,93210.0,5572.0
672000,960.7,1871.0,12.53,1077000.0,2479000.0,0.0048119999999999994,93110.0,5494.0
673000,960.7,1819.0,12.13,1060000.0,2469000.0,0.0046229999999999995,93020.0,5417.0
674000,960.7,1768.0,11.75,1043000.0,2459000.0,0.004441,92920.0,5342.0
675000,960.7,1719.0,11.38,1026000.0,2449000.0,0.004266,92830.0,5267.0
676000,960.7,1672.0,11.02,1010000.0,2440000.0,0.004098,92740.0,5193.0
677000,960.7,1625.0,10.67,993900.0,2430000.0,0.003936,92650.0,5121.0
678000,960.7,1580.0,10.33,978100.0,2420000.0,0.003781,92550.0,5050.0
679000,960.7,1536.0,10.01,962500.0,2410000.0,0.003633,92460.0,4979.0
680000,960.7,1494.0,9.69,947200.0,2401000.0,0.00349,92370.0,4910.0
681000,960.7,1453.0,9.384,932100.0,2391000.0,0.003353,92270.0,4841.0
682000,960.7,1412.0,9.088,917300.0,2382000.0,0.003221,92180.0,4774.0
683000,960.7,1373.0,8.801,902700.0,2372000.0,0.003094,92090.0,4707.0
684000,960.7,1335.0,8.523,888300.0,2363000.0,0.002973,92000.0,4642.0
685000,960.7,1298.0,8.255,874200.0,2353000.0,0.002856,91900.0,4577.0
686000,960.7,1262.0,7.994,860300.0,2344000.0,0.002744,91810.0,4513.0
687000,960.7,1228.0,7.742000000000001,846600.0,2334000.0,0.002636,91720.0,4450.0
688000,960.7,1194.0,7.4979999999999976,833200.0,2325000.0,0.0025329999999999997,91630.0,4388.0
689000,960.7,1161.0,7.2620000000000005,820000.0,2316000.0,0.002433,91540.0,4327.0
690000,960.7,1129.0,7.0329999999999995,806900.0,2306000.0,0.002338,91450.0,4267.0
691000,960.7,1097.0,6.812,794100.0,2297000.0,0.002246,91350.0,4208.0
692000,960.7,1067.0,6.597,781500.0,2288000.0,0.0021579999999999998,91260.0,4149.0
693000,960.7,1038.0,6.388999999999999,769100.0,2279000.0,0.002073,91170.0,4092.0
694000,960.7,1009.0,6.188,756900.0,2270000.0,0.0019920000000000003,91080.0,4035.0
695000,960.7,981.2,5.994,744900.0,2261000.0,0.0019140000000000001,90990.0,3979.0
696000,960.7,954.1,5.805,733100.0,2252000.0,0.0018390000000000001,90900.0,3924.0
697000,960.7,927.8,5.6229999999999976,721500.0,2243000.0,0.0017670000000000001,90810.0,3869.0
698000,960.7,902.3,5.4460000000000015,710100.0,2234000.0,0.001698,90720.0,3816.0
699000,960.7,877.4,5.275,698800.0,2225000.0,0.001632,90630.0,3763.0
700000,960.7,853.2,5.109,687800.0,2216000.0,0.001568,90540.0,3710.0
